tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037670201,141914,1375,Above Moderate Income,No,No,No,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,3402,53534556.6308594,47619.9815111619
06037670202,206964,733,Above Moderate Income,No,No,No,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,3403,32043948.3007813,26378.6254671973
06037670324,207096,1995,Above Moderate Income,No,No,No,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,3404,50671720.7177734,42504.7436037427
06037119400,89281,1167,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,3405,12059419.3037109,14162.6437061602
06037119700,98795,1329,Above Moderate Income,No,No,No,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3406,14175400.0488281,20291.4578239369
06037119801,97738,634,Above Moderate Income,No,No,No,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,3407,6592586.7265625,11988.3605192726
06037119802,64954,819,Low Income,Yes,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,3408,6776188.16894531,12322.1478735107
06037119900,84231,1296,Low Income,No,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3409,11327616.8242188,14582.8676229844
06037120010,52699,777,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3410,6102212.85742188,10220.1577461972
06037120020,30669,1224,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3411,5732451.13769531,12179.885561355
06037120030,38466,705,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3412,4042047.8671875,8097.73016376082
06037120103,35263,862,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3413,1531762.03027344,5627.79127505651
06037120104,39922,773,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3414,4855892.5234375,10161.9713182066
06037120105,36703,861,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3415,5888904.73242188,15689.3143643142
06037120106,35400,1293,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3416,2207511.56640625,6070.97086096463
06037120107,36915,1126,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3417,2219500.23730469,6074.74853419652
06037120108,38194,1407,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3418,4153196.15527344,8437.98289394249
06037120300,66806,1418,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3419,18625291.3554688,18461.2612622079
06037120400,58478,2120,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3420,11342990.4755859,17252.7318832223
06037121010,85208,1258,Low Income,No,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3421,21938724.671875,19439.9494676312
06037121020,54956,1092,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3422,8862824.78613281,13123.5941471126
06037121101,70382,934,Low Income,Yes,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,3423,5017307.98144531,10718.7901865928
06037121102,51691,789,Very Low Income,Yes,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,3424,81202249.6679688,37430.5187178529
06037121210,76250,817,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3425,21747744.5878906,18363.6100051396
06037121221,73889,498,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3426,5368645.640625,11031.1463261527
06037121222,57500,1190,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3427,14360591.9765625,18205.7288325717
06037121600,79048,850,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3428,12226265.6533203,16319.3464513324
06037121801,42700,1086,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3429,5227906.44921875,10560.2130508556
06037121802,72844,741,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3430,10313355.2363281,14870.6940835398
06037121900,54773,994,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3431,18151567.5439453,20085.6741084265
06037122000,70764,1601,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3432,35127759.9345703,30433.9930769393
06037122120,52865,1136,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3433,7747526.69921875,13223.7253331002
06037122121,50893,758,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3434,4433690.19335938,11866.0072105158
06037122122,41591,644,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3435,11169110.2050781,15319.4321170356
06037122200,54744,884,Very Low Income,Yes,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,3436,18360451.8076172,19414.8134591678
06037122410,37634,1137,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3437,7614170.0078125,11116.6767570811
06037122420,54022,1373,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3438,9284627.34863281,12386.8026293561
06037123010,44327,1025,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3439,10934072.2705078,13636.3926211667
06037123020,60500,758,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,3440,6044749.9375,9824.42748679699
06037119342,65149,785,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,3441,2358150.67871094,6104.94342689659
06037123103,59609,1597,Low Income,Yes,No,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3442,9700340.04785156,13343.6271318177
06037123104,61389,1612,Low Income,Yes,No,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3443,8398918.35839844,11502.4211608529
06037123203,53130,1012,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3444,6324973.64941406,12755.8725288861
06037123204,61471,1038,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3445,3489441.03417969,7926.03436282168
06037123205,49280,755,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3446,8155803.26953125,11532.5866906348
06037123206,33724,820,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3447,6488814.03320313,10269.806920334
06037236102,48796,1934,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3448,5497542.31933594,11854.5134229495
06037236203,29676,1443,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3449,3636276.61328125,10600.5659875323
06037236204,32372,1239,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3450,2449353.23632813,6658.90136953283
06037236205,23882,1281,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3451,1826340.07226563,6036.84350643258
06037236206,42831,1304,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3452,2978346.14746094,9561.08837950934
06037236400,90102,2140,Low Income,No,No,Yes,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,3453,14351405.0292969,19215.0662827433
06037237101,38750,992,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3454,6727302.8671875,10336.724804639
06037237102,37500,1008,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3455,4920014.79492188,9010.33854834611
06037237201,53294,1046,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3456,4880577.703125,8888.39111865659
06037237202,41792,1237,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3457,11940267.7265625,14382.6783997979
06037237300,57974,1817,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3458,10718169.9794922,13449.6600951377
06037237401,54178,1095,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3459,5561774.0390625,9556.73321006875
06037237402,67863,1015,Low Income,Yes,No,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3460,5611790.88769531,9623.63511947659
06037237500,31311,789,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3461,3662843.74316406,8228.3739771871
06037237600,41076,1165,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Harvard Park,SPA 6 - South,3462,5478030.37597656,9466.70961526742
06037237710,39288,1093,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Knolls,SPA 6 - South,3463,4650006.12988281,9396.96215978695
06037237720,35488,883,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Knolls,SPA 6 - South,3464,3494748.20507813,8723.91326025187
06037237800,49455,1338,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vermont Knolls,SPA 6 - South,3465,10357981.0556641,13044.5115551575
06037237900,51404,1389,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Manchester Square,SPA 6 - South,3466,10549986.7636719,13264.7374962075
06037238000,65313,2408,Low Income,Yes,No,Yes,District 2,Los Angeles - Gramercy Place,SPA 6 - South,3467,17906006.8300781,21142.1625767853
06037238100,49847,2112,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Manchester Square,SPA 6 - South,3468,10587598.2304688,13269.9477535659
06037238200,38557,2111,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Knolls,SPA 6 - South,3469,11157102.0664063,13782.3149381106
06037238310,33317,1407,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3470,4320028.73339844,9246.13752550729
06037238320,34628,1073,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3471,5012874.55273438,9624.8265295413
06037238400,68212,1829,Low Income,Yes,No,Yes,District 2,Los Angeles - Gramercy Place,SPA 6 - South,3472,14006761.8779297,15894.4550491535
06037239201,36687,846,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3473,4877789.4765625,8888.21872543159
06037239202,42332,1215,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3474,13691595.8837891,15791.4385893175
06037239310,41121,1012,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3475,5699809.4140625,9677.89966932266
06037239320,48716,802,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3476,3736299.66992188,8282.41082861323
06037239330,40293,705,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3477,10580761.6386719,13361.7384554444
06037239501,49085,970,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3478,5082167.45703125,10513.2360128297
06037239502,42621,911,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3479,5530770.92773438,10756.1706189989
06037239601,49286,890,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3480,4545280.953125,9594.69921128233
06037239602,37500,910,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3481,3845027.53515625,9271.75153067454
06037239701,33775,1131,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3482,4508003.28710938,9360.69645198098
06037239702,35809,1164,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3483,5144301.43554688,9931.14551553599
06037239801,51833,940,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3484,3980807.75878906,9958.62480693118
06037239802,48674,1313,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Florence-Firestone,SPA 6 - South,3485,6561812.22167969,11250.5711661662
06037240010,33144,987,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Green Meadows,SPA 6 - South,3486,6336452.79003906,12212.733330926
06037240020,50521,1248,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Green Meadows,SPA 6 - South,3487,7790629.78125,12722.9723437773
06037240200,45579,1453,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3488,8032877.47558594,11276.4741880307
06037240301,17096,899,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3489,5093418.44238281,9216.50483807673
06037240302,55604,765,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vermont Vista,SPA 6 - South,3490,3686435.28320313,8051.17076322669
06037481201,79423,1248,Low Income,Yes,No,Yes,District 5,City of Temple City,SPA 3 - San Gabriel,3491,11138071.9335938,16410.9580899792
06037481203,66863,1920,Low Income,Yes,No,Yes,District 1,Unincorporated - Northeast San Gabriel,SPA 3 - San Gabriel,3492,16788772.2724609,17183.593039344
06037481300,65300,852,Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3493,9501497.76367188,13761.7488684167
06037481401,60365,1654,Low Income,Yes,No,Yes,District 1,City of San Gabriel,SPA 3 - San Gabriel,3494,13007009.1142578,16272.0007465173
06037481403,44960,851,Very Low Income,Yes,Yes,Yes,District 1,City of San Gabriel,SPA 3 - San Gabriel,3495,8808698.20410156,17774.0285425594
06037481404,73846,1138,Low Income,Yes,No,Yes,District 1,City of San Gabriel,SPA 3 - San Gabriel,3496,10939977.3203125,14306.5010809674
06037481500,66341,1596,Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3497,23733951.2392578,23926.8743117466
06037481603,49482,1147,Very Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3498,7082685.703125,11968.8619776322
06037481604,58438,1406,Very Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3499,6717656.04785156,11092.4213598262
06037481605,69500,1046,Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3500,8160540.81347656,13790.5395461169
06037481606,59040,1627,Very Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3501,9275185.53613281,14834.2466349085
06037481711,50777,1335,Very Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3502,4817702.83007813,8918.76170287224
06037481712,46375,1719,Very Low Income,Yes,Yes,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3503,7783052.32910156,12224.1941316135
06037481713,63365,961,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3504,5001888.17089844,10225.2840662927
06037481714,40761,942,Very Low Income,Yes,Yes,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3505,4879897.64746094,10193.6742368216
06037481800,99107,883,Above Moderate Income,No,No,No,District 1,City of Alhambra,SPA 3 - San Gabriel,3506,8928693.49609375,12643.502194904
06037481901,87303,2036,Low Income,No,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3507,19796459.9189453,19561.7405744322
06037481902,66226,1035,Low Income,Yes,No,Yes,District 1,City of Alhambra,SPA 3 - San Gabriel,3508,9464454.20605469,17643.9599350857
06037482001,89890,957,Low Income,No,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3509,31740089.5703125,25455.0455990942
06037482002,75013,2595,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3510,26801534.7285156,22586.9806402092
06037482101,63083,1475,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3511,12324529.6044922,16501.5591417776
06037482102,90833,1014,Low Income,No,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3512,11793123.2802734,14776.9971440011
06037482201,45042,1289,Very Low Income,Yes,Yes,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3513,8362194.5,11964.9459673422
06037482202,56964,1715,Very Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3514,6959529.27636719,10544.4840355942
06037482301,56250,1336,Very Low Income,Yes,No,Yes,District 1,City of San Gabriel,SPA 3 - San Gabriel,3515,9437947.70605469,17053.3344188953
06037482303,52344,1504,Very Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3516,10623862.1347656,14783.8533462828
06037482304,41314,815,Very Low Income,Yes,Yes,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3517,6688063.46875,12815.2110325792
06037482401,50230,957,Very Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3518,9109162.88378906,12332.7983326079
06037482403,39583,952,Very Low Income,Yes,Yes,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3519,10286122.4755859,13086.5245430215
06037482404,72688,1231,Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3520,10284266.7138672,15005.4917120963
06037482502,55250,879,Very Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3521,6871732.94238281,10475.7011482752
06037482503,67566,1057,Low Income,Yes,No,Yes,District 1,City of Rosemead,SPA 3 - San Gabriel,3522,7911506.79199219,11314.3795761389
06037482521,64500,1448,Low Income,Yes,No,Yes,District 1,Unincorporated - South San Gabriel,SPA 3 - San Gabriel,3523,16714454.2041016,18531.803440866
06037482522,64281,1491,Low Income,Yes,No,Yes,District 1,City of Montebello,SPA 7 - East,3524,17724396.0996094,19070.1410363738
06037482600,76894,2240,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3525,30470119.3945313,24280.7704531028
06037482701,71438,1320,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3526,13231983.609375,25034.5262849697
06037482702,96484,823,Above Moderate Income,No,No,No,District 1,City of Monterey Park,SPA 3 - San Gabriel,3527,7762416.04882813,13723.9209574271
06037482801,73500,1270,Low Income,Yes,No,Yes,District 1,City of Monterey Park,SPA 3 - San Gabriel,3528,34033731.1367188,30235.5792465143
06037500100,180720,1065,Above Moderate Income,No,No,No,District 4,City of La Habra Heights,SPA 7 - East,3529,108664660.612305,50434.6059261595
06037500202,124321,1469,Above Moderate Income,No,No,No,District 4,City of Whittier,SPA 7 - East,3530,68470239.9482422,40918.0528662922
06037500203,108925,1223,Above Moderate Income,No,No,No,District 4,City of Whittier,SPA 7 - East,3531,20227645.4199219,22708.7444989231
06037500204,154299,859,Above Moderate Income,No,No,No,District 4,City of La Habra Heights,SPA 7 - East,3532,57205334.0654297,39351.0237402729
06037500300,97425,1147,Above Moderate Income,No,No,No,District 4,Unincorporated - Whittier,SPA 7 - East,3533,95886637.4414063,44549.4117645464
06037670326,157130,1272,Above Moderate Income,No,No,No,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,3534,43526042.4404297,36431.2685932587
06037670328,204179,1599,Above Moderate Income,No,No,No,District 4,City of Palos Verdes Estates,SPA 8 - South Bay,3535,38287711.7021484,35670.8558682206
06037670405,112708,1075,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3536,16475979.5146484,21210.7533713442
06037670406,194236,577,Above Moderate Income,No,No,No,District 4,City of Rolling Hills Estates,SPA 8 - South Bay,3537,12863054.7724609,14337.5277707125
06037670407,100938,2351,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3538,12993757.9365234,16827.5969721452
06037670413,153145,1672,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3539,23570288.9609375,20366.6785299242
06037670416,110625,1609,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3540,37159320.3779297,27428.9390492202
06037670417,143750,1026,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3541,21741527.5683594,20027.1615467641
06037670418,169345,1408,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3542,27519559.3232422,24794.5168985279
06037670500,250000,550,Above Moderate Income,No,No,No,District 4,City of Rolling Hills,SPA 8 - South Bay,3543,82518876.3740234,46433.1198995131
06037670603,209500,594,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3544,42051433.3955078,36174.2349016146
06037670604,151538,1968,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3545,110134649.207031,99321.2739944358
06037670701,153302,2228,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3546,30800899.5175781,32455.7035767706
06037670702,182260,2084,Above Moderate Income,No,No,No,District 4,City of Rancho Palos Verdes,SPA 8 - South Bay,3547,72953415.2041016,59188.1236974596
06037700101,70045,3269,Low Income,Yes,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3548,7248139.88476563,13591.476427548
06037700102,37014,2948,Very Low Income,Yes,Yes,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3549,5302940.47167969,13535.3419597389
06037700200,74605,4424,Low Income,Yes,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3550,7381573.27832031,13007.7794920304
06037700300,80381,3910,Low Income,No,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3551,6449915.85449219,13744.736588291
06037700400,82308,2974,Low Income,No,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3552,14273444.2216797,20695.8624732018
06037700501,69477,2430,Low Income,Yes,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3553,6428353.16113281,14556.3830808977
06037700502,83971,2890,Low Income,No,No,Yes,District 3,City of West Hollywood,SPA 4 - Metro,3554,5454767.54394531,10628.0736182454
06037700600,173672,1755,Above Moderate Income,No,No,No,District 3,City of Beverly Hills,SPA 5 - West,3555,61159774.4746094,45106.8467436627
06037700700,194154,1147,Above Moderate Income,No,No,No,District 3,City of Beverly Hills,SPA 5 - West,3556,37897052.8173828,31200.9934688692
06037700801,80417,2206,Low Income,No,No,Yes,District 3,City of Beverly Hills,SPA 5 - West,3557,15717383.3564453,19965.1057643436
06037700802,89398,2085,Low Income,No,No,Yes,District 3,City of Beverly Hills,SPA 5 - West,3558,7302287.234375,14888.3437227313
06037700901,82857,1444,Low Income,No,No,Yes,District 3,City of Beverly Hills,SPA 5 - West,3559,11377820.6484375,18770.3698610347
06037700902,79037,3459,Low Income,Yes,No,Yes,District 3,City of Beverly Hills,SPA 5 - West,3560,10288596.8759766,12917.8784249671
06037701000,107695,2589,Above Moderate Income,No,No,No,District 3,City of Beverly Hills,SPA 5 - West,3561,15201980.0371094,17530.9209099604
06037701201,209083,1425,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3562,20797737.921875,18156.8594926996
06037701202,138857,1722,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3563,4362526.57617188,9140.20820502487
06037701302,78542,2864,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3564,4915205.76660156,9925.94035351313
06037701304,127115,2768,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3565,21323398.53125,20489.1854536262
06037701402,107429,3586,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3566,7457864.640625,12197.0951511665
06037701501,126875,2710,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3567,6637488.00195313,12363.0986039439
06037701502,93590,1935,Low Income,No,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3568,6589618.76855469,12353.4411965903
06037701601,136250,1691,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3569,13023655.4052734,15732.0710163717
06037701602,101648,1867,Above Moderate Income,No,No,No,District 3,City of Santa Monica,SPA 5 - West,3570,7119825.18066406,13111.2392557584
06037701701,67113,1727,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3571,7049752.50292969,13086.2791189339
06037701702,69904,1677,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3572,6507747.25390625,12303.0306353128
06037701801,66464,2781,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3573,20423768.0087891,19261.6246541728
06037701802,75020,2015,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3574,13452438.0654297,15254.8460640277
06037701902,68935,3095,Low Income,Yes,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3575,16583120.9150391,16639.0913437263
06037702002,88375,3495,Low Income,No,No,Yes,District 3,City of Santa Monica,SPA 5 - West,3576,10473116.5986328,13179.7535208896
06037123301,56380,1639,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3577,14044397.7177734,17672.2348690356
06037123303,53866,875,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3578,6799869.66015625,13016.2516740509
06037123304,41438,1808,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3579,9447370.32226563,13402.3495508187
06037123410,51094,1200,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3580,5327906.84667969,9495.32660654208
06037123420,47183,1649,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3581,8476029.85058594,14726.85717409
06037123510,47776,1672,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,3582,8603575.37597656,12258.4799587285
06037123520,48696,772,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3583,5504854.45410156,12484.6591107767
06037123601,57588,1916,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3584,16517551.7246094,18181.9327502051
06037123602,47593,1290,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,3585,9916166.48730469,14181.4964237374
06037123700,80710,1677,Low Income,No,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3586,10250516.9960938,13103.9322408975
06037123800,82785,2293,Low Income,No,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3587,13919787.9179688,17428.7067572033
06037123901,52083,1486,Very Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,3588,13875662.3818359,15019.3201758496
06037123902,78304,1087,Low Income,Yes,No,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,3589,7141609.65820313,11686.0132686255
