LocationType,LocationName,Address,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Year Round Pool,HANSEN DAM AQUATIC CENTER,"11798 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/aquatic/year-round/hansen,(818) 899-3779 or (818) 899-2649,7,34.2713627,-118.3897596
Golf,Hansen Dam Golf Course,"10400 Glenoaks Blvd. Pacoima, CA 91331",https://www.laparks.org/golf/hansen-dam-golf-course,,7,34.26136,-118.38894
Hiking,HANSEN DAM RECREATION AREA,"11770 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/playgrounds/hansendamUAPRC,(818) 756-8189,7,34.2706722,-118.3901905
Outdoor Fitness,HANSEN DAM RECREATION AREA,"11770 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/playgrounds/hansendamUAPRC,(818) 756-8189,7,34.2706722,-118.3901905
Playground,HANSEN DAM RECREATION AREA,"11770 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/playgrounds/hansendamUAPRC,(818) 756-8189,7,34.2706722,-118.3901905
Skate Parks,HANSEN DAM SKATE PARK,"11770 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/skatepark/hansen-dam-skate,(818) 756-8189,7,34.2706722,-118.3901905
Parks,HARBOR CITY PARK,"24901 Frampton Ave., Harbor City, CA 90710",https://www.laparks.org/park/harbor-city,(310) 548-7729,15,33.7985802,-118.2991683
Recreation Center,HARBOR CITY RECREATION CENTER,"24901 Frampton Ave., Harbor City, CA 90710",https://www.laparks.org/reccenter/harbor-city,(310) 548-7729,15,33.7985802,-118.2991683
Skate Parks,Harbor City Skate Park,"24901 Frampton Avenue Harbor City, CA 90710",https://www.laparks.org/skatepark/harbor-city-skate-park,,15,33.7984628,-118.3014522
Outdoor Fitness,HARBOR HIGHLANDS PARK,"825 Capitol St., San Pedro, CA 90731",https://www.laparks.org/park/harbor-highlands,(310) 548-7598,15,33.7582821,-118.2955987
Parks,HARBOR HIGHLANDS PARK,"825 Capitol St., San Pedro, CA 90731",https://www.laparks.org/park/harbor-highlands,(310) 548-7598,15,33.7582821,-118.2955987
Golf,Harbor Park Golf Course,"1235 N. Figueroa Pl. Wilmington, CA 90744",https://www.laparks.org/golf/harbor-park-golf-course,,15,33.78628,-118.2816
Summer Pool,HARBOR PARK POOL,"1221 N. Figueroa Place, Wilmington, CA 90744",https://www.laparks.org/aquatic/summer/harbor-park-pool,(310) 835-6590,15,33.7824574,-118.2811173
Recreation Center,HARBOR SPORTS CENTER,"1221 N. Figueroa Place, Wilmington, CA 90744",https://www.laparks.org/reccenter/harbor-sports,(310) 325-8906,15,33.7824574,-118.2811173
Golf,Harding Golf Course,"4730 Crystal Springs Dr. Los Angeles, CA 90027",https://www.laparks.org/golf/harding-golf-course,,4,34.141291,-118.283276
Parks,HAROLD A. HENRY PARK,"890 S. Lucerne Ave., Los Angeles, CA 90005",https://www.laparks.org/park/harold-henry,(213) 847-0641,5,34.0577717,-118.3248257
Parks,HARTLAND MINI PARK,"6830 N. Woodman Ave., Van Nuys, California 91405",https://www.laparks.org/park/hartland-mini,(818) 756-8189,2,34.1948154,-118.4308683
Free Tennis,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Outdoor Fitness,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Parks,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Playground,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Recreation Center,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Skate Parks,HAZARD RECREATION CENTER,"2230 Norfolk St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hazard,(213) 485-6839,14,34.0608548,-118.2025695
Museums,HERITAGE SQUARE MUSEUM,"3800 Homer Street, Los Angeles, California 90031",https://www.laparks.org/museum/heritage-square-museum,,1,34.0880775,-118.208078
Free Tennis,HERMON PARK (ARROYO SECO PARK),"5566 Via Marisol, Los Angeles, CA 90042",https://www.laparks.org/park/hermon-park-arroyo-seco-park,(213) 485-4833,14,34.1043556,-118.1860432
Outdoor Fitness,HERMON PARK (ARROYO SECO PARK),"5566 Via Marisol, Los Angeles, CA 90042",https://www.laparks.org/park/hermon-park-arroyo-seco-park,(213) 485-4833,14,34.1043556,-118.1860432
Parks,HERMON PARK (ARROYO SECO PARK),"5566 Via Marisol, Los Angeles, CA 90042",https://www.laparks.org/park/hermon-park-arroyo-seco-park,(213) 485-4833,14,34.1043556,-118.1860432
Playground,HERMON PARK (ARROYO SECO PARK),"5566 Via Marisol, Los Angeles, CA 90042",https://www.laparks.org/park/hermon-park-arroyo-seco-park,(213) 485-4833,14,34.1043556,-118.1860432
Dog Parks,HERMON PARK IN THE ARROYO SECO DOG PARK,"5566 Via Marisol Los Angeles, CA 90042",https://www.laparks.org/dogpark/hermon-arroyo-seco,(213) 485-4833,14,34.1043556,-118.1860432
Year Round Pool,HEY ROOKIE POOL,"3601 S. Gaffey Street, San Pedro, CA 90731",https://www.laparks.org/aquatic/year-round/hey-rookie-pool,(310) 521-9017,15,33.7165066,-118.2985974
Outdoor Fitness,HIGHLAND PARK ADULT SENIOR CITIZEN CENTER,"6152 N. Figueroa Street, LA CA 90042",https://www.laparks.org/scc/highland-adult,(323) 256-6866,14,34.1142245,-118.1849282
Senior Citizen Centers,HIGHLAND PARK ADULT SENIOR CITIZEN CENTER,"6152 N. Figueroa Street, LA CA 90042",https://www.laparks.org/scc/highland-adult,(323) 256-6866,14,34.1142245,-118.1849282
Summer Pool,HIGHLAND PARK POOL,"6150 Piedmont Ave., Los Angeles, CA 90042",https://www.laparks.org/aquatic/summer/highland-park-pool,(323) 257-5924,14,34.1133122,-118.1879667
Outdoor Fitness,HIGHLAND PARK RECREATION CENTER,"6150 Piedmont Ave., Los Angeles, CA 90042",https://www.laparks.org/reccenter/highland,(213) 847-4876,14,34.1133122,-118.1879667
Parks,HIGHLAND PARK RECREATION CENTER,"6150 Piedmont Ave., Los Angeles, CA 90042",https://www.laparks.org/reccenter/highland,(213) 847-4876,14,34.1133122,-118.1879667
Recreation Center,HIGHLAND PARK RECREATION CENTER,"6150 Piedmont Ave., Los Angeles, CA 90042",https://www.laparks.org/reccenter/highland,(213) 847-4876,14,34.1133122,-118.1879667
Recreation Center,HJELTE SPORTS CENTER,"16200 Burbank Blvd., Encino, CA 91436",https://www.laparks.org/reccenter/hjelte-sports,,6,34.1668426,-118.4860256
Outdoor Fitness,Holleigh Bernson Memorial Park,"20500 Sesnon Blvd, Porter Ranch, CA 91326",https://www.laparks.org/park/holleigh-bernson-memorial-park,,12,34.293589,-118.5705316
Parks,Holleigh Bernson Memorial Park,"20500 Sesnon Blvd, Porter Ranch, CA 91326",https://www.laparks.org/park/holleigh-bernson-memorial-park,,12,34.293589,-118.5705316
Aquatic,HOLLENBECK LAKE,"415 South Saint Louis Street, Los Angeles, CA 90033",https://www.laparks.org/aquatic/lake/hollenbeck-lake,(323) 261-0113,14,34.0414814,-118.216267
Fishing,HOLLENBECK LAKE,"415 South Saint Louis Street, Los Angeles, CA 90033",https://www.laparks.org/aquatic/lake/hollenbeck-lake,(323) 261-0113,14,34.0414814,-118.216267
Lake,HOLLENBECK LAKE,"415 South Saint Louis Street, Los Angeles, CA 90033",https://www.laparks.org/aquatic/lake/hollenbeck-lake,(323) 261-0113,14,34.0414814,-118.216267
Outdoor Fitness,HOLLENBECK PARK,"415 South Saint Louis St., Los Angeles, CA 90033",https://www.laparks.org/park/hollenbeck,(323) 261-0113,14,34.0414814,-118.216267
Parks,HOLLENBECK PARK,"415 South Saint Louis St., Los Angeles, CA 90033",https://www.laparks.org/park/hollenbeck,(323) 261-0113,14,34.0414814,-118.216267
Recreation Center,HOLLENBECK RECREATION CENTER,"415 S. St. Louis St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/hollenbeck,(323) 261-0113,14,34.0414814,-118.216267
Skate Parks,HOLLENBECK SAFE SPOT SKATE SPOT,"415 S. Saint Louis St., Los Angeles, CA 90033",https://www.laparks.org/skatepark/hollenbeck-safe-spot-skate-spot,(323) 261-0113,14,34.0414814,-118.216267
Summer Pool,HOLLYWOOD POOL,"1122 Cole Ave., Los Angeles, CA 90038",https://www.laparks.org/aquatic/summer/hollywood-pool,(323) 460-7058,13,34.0919124,-118.3296965
Recreation Center,HOLLYWOOD RECREATION CENTER,"1122 Cole Ave., Los Angeles, CA 90038",https://www.laparks.org/reccenter/hollywood,(323) 467-6847,13,34.0919124,-118.3296965
Parks,HOLMBY PARK ( Formerly Armand Hammer ),"601 Club View Dr., Los Angeles, CA 90024",https://www.laparks.org/park/holmby,(310) 202-2803,5,34.0728614,-118.4294316
Historic,HOMESTEAD ACRE/HILL PALMER HOUSE,"10385 Shadow Oak Dr., Chatsworth, CA 91311",https://www.laparks.org/historic/homestead-acre-hill-palmer-house,(818) 882-5614,12,34.2611965,-118.6149088
Parks,HOOVER GAGE MINI PARK,"S Hoover St and W Gage Ave, Los Angeles, CA 90044",https://www.laparks.org/park/hoover-gage-mini,(213) 485-1344,9,33.982185,-118.287376
Outdoor Fitness,HOOVER RECREATION CENTER,"1010 W. 25th St., Los Angeles, CA 90007",https://www.laparks.org/reccenter/hoover,(213) 749-8896,1,34.0326696,-118.2827775
Recreation Center,HOOVER RECREATION CENTER,"1010 W. 25th St., Los Angeles, CA 90007",https://www.laparks.org/reccenter/hoover,(213) 749-8896,1,34.0326696,-118.2827775
Parks,HOPE AND PEACE PARK,"843 S. Bonnie Brae St., Los Angeles, CA 90057",https://www.laparks.org/park/hope-and-peace,(213) 485-4833,1,34.052876,-118.276612
Splash Pads,HOPE AND PEACE PARK,"843 S. Bonnie Brae St., Los Angeles, CA 90057",https://www.laparks.org/park/hope-and-peace,(213) 485-4833,1,34.052876,-118.276612
Parks,HOWARD FINN PARK,"7747 Foothill Boulevard, Sunland, CA 91402",https://www.laparks.org/park/howard-finn,(818) 756-8189,7,34.257828,-118.30091
Playground,HOWARD FINN PARK,"7747 Foothill Boulevard, Sunland, CA 91402",https://www.laparks.org/park/howard-finn,(818) 756-8189,7,34.257828,-118.30091
Year Round Pool,HUBERT H. HUMPHREY POOL,"12560 Filmore St., Pacoima, CA 91331",https://www.laparks.org/aquatic/year-round/hubert-h-humphrey-pool,(818) 896-0067,7,34.2813725,-118.406455
Parks,HUBERT H. HUMPHREY RECREATION CENTER,"12560 Filmore St., Pacoima, CA 91331",https://www.laparks.org/reccenter/huberthumphrey,(818) 896-6510,7,34.2813725,-118.406455
Playground,HUBERT H. HUMPHREY RECREATION CENTER,"12560 Filmore St., Pacoima, CA 91331",https://www.laparks.org/reccenter/huberthumphrey,(818) 896-6510,7,34.2813725,-118.406455
Recreation Center,HUBERT H. HUMPHREY RECREATION CENTER,"12560 Filmore St., Pacoima, CA 91331",https://www.laparks.org/reccenter/huberthumphrey,(818) 896-6510,7,34.2813725,-118.406455
Recreation Center,IMPERIAL COURTS RECREATION CENTER,"2250 E. 114th St., Los Angeles, CA 90059",https://www.laparks.org/reccenter/imperial-courts,(323) 564-1834,15,33.9312067,-118.2324169
Skate Parks,IMPERIAL COURTS SKATE PARK,"2250 E. 114th St., Los Angeles, CA 90059",https://www.laparks.org/skatepark/imperial-courts-skate,(323) 564-1834,15,33.9312067,-118.2324169
Parks,IRVING SCHACHTER PARK ( Formerly Beverwill Mini Park ),"2599 Beverwill Dr., Los Angeles, CA 90064",https://www.laparks.org/park/irving-schachter,(310) 836-1040,5,34.0401069,-118.3988754
Parks,JACARANDA PARK,"700 E. 98th St, Los Angeles, CA 90002",https://www.laparks.org/park/jacaranda-park,(310) 548-7675,8,33.9474998,-118.2629793
Summer Pool,JACKIE TATUM / HARVARD POOL,"6120 Denker St., Los Angeles, CA 90047",https://www.laparks.org/aquatic/summer/jackie-tatum-harvard-pool,(323) 753-2197,8,33.9846167,-118.3045801
Free Tennis,JACKIE TATUM / HARVARD RECREATION CENTER,"1535 West 62nd St., Los Angeles, CA 90047",https://www.laparks.org/reccenter/jackie-tatum-harvard,(323) 778-2579; (323)778-7268,8,33.9835111,-118.3037898
Outdoor Fitness,JACKIE TATUM / HARVARD RECREATION CENTER,"1535 West 62nd St., Los Angeles, CA 90047",https://www.laparks.org/reccenter/jackie-tatum-harvard,(323) 778-2579; (323)778-7268,8,33.9835111,-118.3037898
Playground,JACKIE TATUM / HARVARD RECREATION CENTER,"1535 West 62nd St., Los Angeles, CA 90047",https://www.laparks.org/reccenter/jackie-tatum-harvard,(323) 778-2579; (323)778-7268,8,33.9835111,-118.3037898
Recreation Center,JACKIE TATUM / HARVARD RECREATION CENTER,"1535 West 62nd St., Los Angeles, CA 90047",https://www.laparks.org/reccenter/jackie-tatum-harvard,(323) 778-2579; (323)778-7268,8,33.9835111,-118.3037898
Skate Parks,JACKIE TATUM SKATE PLAZA,"1535 West 62nd St., Los Angeles, CA 90047",https://www.laparks.org/skatepark/jackie-tatum-skate-plaza,(323) 778-2579,8,33.9835111,-118.3037898
Parks,JAIME BETH SLAVIN PARK,"7965 Whitsett Ave., No. Hollywood, CA 91605",https://www.laparks.org/park/jamie-beth-slavin,(818) 756-8189,2,34.2150892,-118.4052711
Playground,JAIME BETH SLAVIN PARK,"7965 Whitsett Ave., No. Hollywood, CA 91605",https://www.laparks.org/park/jamie-beth-slavin,(818) 756-8189,2,34.2150892,-118.4052711
Parks,JESSE OWENS MINI-PARK,"7100 White Oak Ave., Reseda, CA 91406",https://www.laparks.org/park/jesse-owens-mini,(818) 756-8189,6,34.1997149,-118.5179618
Child Care,JIM GILLIAM CHILD CARE CENTER,"4000 South La Brea Avenue. Los Angeles, CA 90008",https://www.laparks.org/childcare/jim-gilliam-child-care-center,(323) 291-5929,10,34.0130353,-118.3545967
Free Tennis,JIM GILLIAM RECREATION CENTER,"4000 S. La Brea Ave., Los Angeles, CA 90008",https://www.laparks.org/reccenter/jim-gilliam,(323) 291-5928,10,34.0130353,-118.3545967
Recreation Center,JIM GILLIAM RECREATION CENTER,"4000 S. La Brea Ave., Los Angeles, CA 90008",https://www.laparks.org/reccenter/jim-gilliam,(323) 291-5928,10,34.0130353,-118.3545967
Senior Citizen Centers,JIM GILLIAM SENIOR CITIZEN CENTER,"4000 S. La Brea Ave. Los Angeles, CA 90008",https://www.laparks.org/scc/jim-gilliam,(323) 291-5969,10,34.0122038,-118.3555177
Parks,JOAN MILKE FLORES PARK,"834 Paseo Del Mar, San Pedro, CA 90731",https://www.laparks.org/park/joan-milke-flores,(310) 548-7705,15,33.7091113,-118.2955354
Outdoor Fitness,JULIAN C. DIXON PARK ( formerly 48th Street Park ),"4800 South Hoover, Los Angeles, CA 90037",https://www.laparks.org/park/julian-c-dixon,(213) 485-1344,9,33.9996197,-118.2870962
Parks,JULIAN C. DIXON PARK ( formerly 48th Street Park ),"4800 South Hoover, Los Angeles, CA 90037",https://www.laparks.org/park/julian-c-dixon,(213) 485-1344,9,33.9996197,-118.2870962
Parks,JUNTOS PARK,"3135 Drew St., Los Angeles, CA 90065",https://www.laparks.org/park/juntos,(213) 485-4833,13,34.1186409,-118.246059
Splash Pads,JUNTOS PARK,"3135 Drew St., Los Angeles, CA 90065",https://www.laparks.org/park/juntos,(213) 485-4833,13,34.1186409,-118.246059
Parks,KAGEL CANYON PARK,"11435 Kagel Canyon St., Lake View Terrace, CA 91342",https://www.laparks.org/park/kagel-canyon,(818) 756-8189,7,34.2805659,-118.3805532
Parks,KEN MALLOY HARBOR REGIONAL PARK,"25820 Vermont Ave., Harbor City, CA 90710",https://www.laparks.org/park/ken-malloy-harbor-regional,(310) 325-8906,15,33.7904894,-118.2921601
Playground,KEN MALLOY HARBOR REGIONAL PARK,"25820 Vermont Ave., Harbor City, CA 90710",https://www.laparks.org/park/ken-malloy-harbor-regional,(310) 325-8906,15,33.7904894,-118.2921601
Aquatic,Ken Malloy Harbor Regional Park: Machado Lake,"25820 Vermont Ave., Harbor City, CA 90710",https://www.laparks.org/aquatic/lake/ken-malloy-harbor-regional-park-machado-lake,(310) 325-8906,15,33.7822811,-118.297466
Lake,Ken Malloy Harbor Regional Park: Machado Lake,"25820 Vermont Ave., Harbor City, CA 90710",https://www.laparks.org/aquatic/lake/ken-malloy-harbor-regional-park-machado-lake,(310) 325-8906,15,33.7822811,-118.297466
Outdoor Fitness,Ken Malloy Harbor Regional Park: Machado Lake,"25820 Vermont Ave., Harbor City, CA 90710",https://www.laparks.org/aquatic/lake/ken-malloy-harbor-regional-park-machado-lake,(310) 325-8906,15,33.7822811,-118.297466
Parks,KITTRIDGE MINI PARK,"6565 Greenbush Ave., Van Nuys, CA 91401",https://www.laparks.org/park/kittridge-mini,(818) 756-8189,2,34.190315,-118.4258124
Free Tennis,KNAPP RANCH PARK,"25000 W. Kittridge St., West Hills, CA 91307",https://www.laparks.org/park/knapp-ranch,(818) 883-9370,3,34.1881805,-118.6639686
Parks,KNAPP RANCH PARK,"25000 W. Kittridge St., West Hills, CA 91307",https://www.laparks.org/park/knapp-ranch,(818) 883-9370,3,34.1881805,-118.6639686
Parks,L.A.P.D. S.W.A.T. OFFICER RANDAL D. SIMMONS PARK (FORMERLY WEST VALLEY PARK),"6731 Wilbur Ave., Reseda, CA 91335",https://www.laparks.org/park/west-valley,(818) 756-8189,3,34.1926144,-118.5447822
Parks,LA HIGH MEMORIAL PARK,"4625 West Olympic Blvd., Los Angeles, CA 90019",https://www.laparks.org/park/la-high-memorial,(213) 485-4833,5,34.0572941,-118.3314937
Outdoor Fitness,LA MIRADA PARK,"5401 LA MIRADA AVE LOS ANGELES, CA 90029",https://www.laparks.org/park/la-mirada-park,(213) 485-4833,13,34.094204,-118.306997
Parks,LA MIRADA PARK,"5401 LA MIRADA AVE LOS ANGELES, CA 90029",https://www.laparks.org/park/la-mirada-park,(213) 485-4833,13,34.094204,-118.306997
Year Round Pool,LACES AQUATIC CENTER,"5931 West 18th St., Los Angeles, CA 90035",https://www.laparks.org/aquatic/year-round/laces-aquatic,(323) 933-8345,10,34.043849,-118.3715362
Recreation Center,LACES RECREATION CENTER,"5931 West 18th St., Los Angeles, CA 90035",https://www.laparks.org/reccenter/laces,(323) 933-8343,10,34.043849,-118.3715362
Parks,LACY STREET NEIGHBORHOOD PARK,"Avenue 26 and Lacy Street, (Next to the Pasadena Freeway) Los Angeles, CA 90031",https://www.laparks.org/park/lacy-street-neighborhood,(213) 485-4833,1,34.0825236,-118.2203031
Free Tennis,LAFAYETTE MULTIPURPOSE COMMUNITY CENTER,"625 South Lafayette Park Place, Los Angeles, CA 90057",https://www.laparks.org/reccenter/lafayette-multipurpose-community,(213) 384-0562,10,34.062064,-118.2830924
Recreation Center,LAFAYETTE MULTIPURPOSE COMMUNITY CENTER,"625 South Lafayette Park Place, Los Angeles, CA 90057",https://www.laparks.org/reccenter/lafayette-multipurpose-community,(213) 384-0562,10,34.062064,-118.2830924
Skate Parks,LAFAYETTE SKATE PARK,"625 South Lafayette Place, Los Angeles, 90057",https://www.laparks.org/skatepark/lafayette-skate,(213) 387-9426,10,34.062064,-118.2830924
Fishing,LAKE BALBOA / ANTHONY C. BEILENSON PARK,"6300 Balboa Blvd., Van Nuys, CA 91406",https://www.laparks.org/aquatic/balboa,(818) 756-8187,6,34.1813999,-118.4984708
Lake,LAKE BALBOA / ANTHONY C. BEILENSON PARK,"6300 Balboa Blvd., Van Nuys, CA 91406",https://www.laparks.org/aquatic/balboa,(818) 756-8187,6,34.1813999,-118.4984708
Parks,LAKE BALBOA / ANTHONY C. BEILENSON PARK,"6300 Balboa Blvd., Van Nuys, CA 91406",https://www.laparks.org/aquatic/balboa,(818) 756-8187,6,34.1813999,-118.4984708
Playground,LAKE BALBOA / ANTHONY C. BEILENSON PARK,"6300 Balboa Blvd., Van Nuys, CA 91406",https://www.laparks.org/aquatic/balboa,(818) 756-8187,6,34.1813999,-118.4984708
Parks,LAKE HOLLYWOOD PARK,"3160 Canyon Lake Drive, Los Angeles, CA 90068",https://www.laparks.org/park/lake-hollywood,(818) 243-1145,4,34.1270341,-118.3261043
Recreation Center,LAKE STREET COMMUNITY CENTER,"227 N. Lake St., Los Angeles, CA 90026",https://www.laparks.org/reccenter/lake-street-community,(213) 207-2196,13,34.069389,-118.270269
Parks,LAKE STREET PARK,"227 N. Lake St., Los Angeles, CA 90026",https://www.laparks.org/playgrounds/lakeStUAPk,(213) 485-5572,13,34.069125,-118.2700755
Playground,LAKE STREET PARK,"227 N. Lake St., Los Angeles, CA 90026",https://www.laparks.org/playgrounds/lakeStUAPk,(213) 485-5572,13,34.069125,-118.2700755
Skate Parks,LAKE STREET SKATE PARK,"227 N. Lake St., Los Angeles, 90026",https://www.laparks.org/skatepark/lake-street-skate,(213) 207-2196,13,34.0691249,-118.2700752
Recreation Center,LAKE VIEW TERRACE RECREATION CENTER,"11075 Foothill Blvd., Lake View Terrace, CA 91342",https://www.laparks.org/reccenter/lake-view-terrace,(818) 899-8087,7,34.2745365,-118.3722074
Summer Pool,LANARK POOL,"21817 Strathern St., Canoga Park, CA 91304",https://www.laparks.org/aquatic/summer/lanark-pool,(818) 887-1745,3,34.2155575,-118.6032671
Free Tennis,LANARK RECREATION CENTER,"21816 Lanark St., Canoga Park, CA 91304",https://www.laparks.org/reccenter/lanark,(818) 883-1503,3,34.2171454,-118.6040045
Recreation Center,LANARK RECREATION CENTER,"21816 Lanark St., Canoga Park, CA 91304",https://www.laparks.org/reccenter/lanark,(818) 883-1503,3,34.2171454,-118.6040045
Skate Parks,LANARK RECREATION CENTER,"21816 Lanark St., Canoga Park, CA 91304",https://www.laparks.org/reccenter/lanark,(818) 883-1503,3,34.2171454,-118.6040045
Parks,LANARK/SHELBY MINI PARK,"Lanark Street & Shelby Place, Los Angeles, CA 90041",https://www.laparks.org/park/lanarkshelby-mini,(213) 485-4833,14,34.1356748,-118.1873801
Senior Citizen Centers,LAS PALMAS SENIOR CITIZEN CENTER,"1820 Las Palmas Ave. Los Angeles, CA 90028",https://www.laparks.org/scc/las-palmas,(323) 465-7787,13,34.1049244,-118.3359265
Parks,LATHAM PARK,"5308 S. Latham St., Los Angeles, CA 90011",https://www.laparks.org/park/latham,(213) 485-1344,9,33.9948388,-118.2514475
Dog Parks,LAUREL CANYON DOG PARK,"8260 Mulholland Dr, Los Angeles, CA 90046",https://www.laparks.org/dogpark/laurel-canyon,(818) 756-8189,4,34.1223174,-118.3783117
Parks,LAUREL CANYON MULHOLLAND PARK,"8100 Mulholland Dr., Los Angeles, CA 90046",https://www.laparks.org/park/laurel-canyon-mulholland-park,(818) 783-5121,5,34.1235274,-118.3753275
Parks,LAZY J. RANCH PARK,"Valley Circle and Ingomar St, Canoga Park, CA 91304",https://www.laparks.org/park/lazy-j-ranch,(818) 756-8189,12,34.2118011,-118.6463212
Parks,LEIMERT PLAZA PARK,"4395 Leimert Blvd., Los Angeles, CA 90008",https://www.laparks.org/park/leimert-plaza,(323) 292-6622,10,34.0039482,-118.3314011
Parks,LELAND PARK,"863 S. Herbert Ave., San Pedro, CA 90731",https://www.laparks.org/park/leland,(310) 548-7706,15,33.7514783,-118.2959897
Outdoor Fitness,LELAND RECREATION CENTER,"863 S. Herbert Ave., San Pedro, CA 90731",https://www.laparks.org/reccenter/leland,(310) 548-7706,15,33.7514783,-118.2959897
Recreation Center,LELAND RECREATION CENTER,"863 S. Herbert Ave., San Pedro, CA 90731",https://www.laparks.org/reccenter/leland,(310) 548-7706,15,33.7514783,-118.2959897
Outdoor Fitness,LEMON GROVE RECREATION CENTER,"4959 Lemon Grove Ave., Los Angeles, CA 90029",https://www.laparks.org/reccenter/lemon-grove,(323) 666-4144,13,34.0862654,-118.3041477
Recreation Center,LEMON GROVE RECREATION CENTER,"4959 Lemon Grove Ave., Los Angeles, CA 90029",https://www.laparks.org/reccenter/lemon-grove,(323) 666-4144,13,34.0862654,-118.3041477
Outdoor Fitness,LESLIE N. SHAW PARK,"2223 W. Jefferson, Los Angeles, CA 90018",https://www.laparks.org/park/leslie-n-shaw,(310) 548-7598,10,34.02585,-118.319688
Parks,LESLIE N. SHAW PARK,"2223 W. Jefferson, Los Angeles, CA 90018",https://www.laparks.org/park/leslie-n-shaw,(310) 548-7598,10,34.02585,-118.319688
Parks,LIBBIT PARK,"5101 Libbitt Ave., Van Nuys, CA 91436",https://www.laparks.org/park/libbit,(818) 756-8189,4,34.1646102,-118.4880326
Parks,LILAC TERRACE PARK,"1254 W. Lilac Terrace., Los Angeles, CA 90012",https://www.laparks.org/park/lilac-terrace,(213) 485-4833,1,34.0737124,-118.2501316
Parks,LIMEKILN CANYON PARK,"19585 Rinaldi St. Northridge, CA 91326",https://www.laparks.org/park/limekiln-canyon,(818) 756-8189,12,34.2753035,-118.5584035
Recreation Center,LINCOLN HEIGHTS RECREATION CENTER,"2303 Workman St., Los Angeles, CA 90031",https://www.laparks.org/reccenter/lincoln-heights,(323) 225-2838,1,34.0721692,-118.2146498
Senior Citizen Centers,LINCOLN HEIGHTS SENIOR CITIZEN CENTER,"2323 Workman St. Los Angeles, CA 90031",https://www.laparks.org/scc/lincoln-heights,(323) 225-9339,1,34.0725718,-118.2146808
Recreation Center,LINCOLN HEIGHTS YOUTH CENTER,"2911 Altura Street, Los Angeles, CA 90031",https://www.laparks.org/reccenter/lincoln-heights-youth,(323) 226-1401,1,34.0756274,-118.2039837
Outdoor Fitness,LINCOLN PARK,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/park/lincoln,(213) 847-1726,14,34.0658872,-118.1991957
Parks,LINCOLN PARK,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/park/lincoln,(213) 847-1726,14,34.0658872,-118.1991957
Fishing,LINCOLN PARK LAKE,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/aquatic/lake/lincoln-park-lake,(213) 847-1726,1,34.0658872,-118.1991957
Lake,LINCOLN PARK LAKE,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/aquatic/lake/lincoln-park-lake,(213) 847-1726,1,34.0658872,-118.1991957
Playground,LINCOLN PARK PLAYGROUND,"3600 N. Mission Rd., Los Angeles, CA 90031",https://www.laparks.org/playgrounds/LincolnUAPk,(213) 8471726,1,34.0678015,-118.2023888
Year Round Pool,LINCOLN PARK POOL,"3501 Valley Blvd., Los Angeles, CA 90032",https://www.laparks.org/aquatic/year-round/lincoln-park-pool,(323) 276-7174,14,34.0678927,-118.1774034
Free Tennis,LINCOLN PARK RECREATION CENTER / SENIOR CITIZEN CENTER,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/reccenter/lincoln,(213) 847-1726,14,34.0655288,-118.2022052
Outdoor Fitness,LINCOLN PARK RECREATION CENTER / SENIOR CITIZEN CENTER,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/reccenter/lincoln,(213) 847-1726,14,34.0655288,-118.2022052
Recreation Center,LINCOLN PARK RECREATION CENTER / SENIOR CITIZEN CENTER,"3501 Valley Blvd., Los Angeles, CA 90031",https://www.laparks.org/reccenter/lincoln,(213) 847-1726,14,34.0655288,-118.2022052
