,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
456,200104991,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1730,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
457,200104992,01/14/2020 12:00:00 AM,01/12/2020 12:00:00 AM,100,1,Central,164,1,210,ROBBERY,0416 0337 0334 0443 1822 0344 0377,31,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,210.0,,,,6TH                          ST,LOS ANGELES,34.0446,-118.249
458,200104993,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1630,1,Central,132,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 2004 0910 1266,50,M,H,916.0,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,100 S  HILL                         ST,,34.0547,-118.2505
459,200104994,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,100,1,Central,162,1,210,ROBBERY,2004 0416 0344 0945 1822,0,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,600 W  9TH                          ST,,34.0462,-118.2585
460,210619887,11/29/2021 12:00:00 AM,09/27/2020 12:00:00 AM,1,6,Hollywood,678,2,354,THEFT OF IDENTITY,1822 0929,56,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,800 N  OXFORD                       AV,,34.0845,-118.3078
461,200104997,01/10/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1300,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0356 1218 0446 0913,32,F,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,300 E  5TH                          ST,,34.0449,-118.2458
462,202018863,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,2114,20,Olympic,2038,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0340 0342 1402 1407 1100 0430 0202 0906,22,M,H,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other,230.0,998.0,,,600    SHATTO                       PL,,34.0605,-118.2903
463,210619979,12/05/2021 12:00:00 AM,03/14/2020 12:00:00 AM,1615,6,Hollywood,639,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1800 N  KINGSLEY                     DR,,34.1038,-118.3035
464,200105001,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1950,1,Central,164,1,761,BRANDISH WEAPON,0334 1822 0340,21,M,O,244.0,TOBACCO SHOP,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761.0,,,,100 W  7TH                          ST,,34.0446,-118.2507
465,200105005,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1,1,Central,152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2002 1206 2033 0913,26,F,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,7TH                          ST,GRAND,34.0473,-118.2566
466,200105006,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1130,1,Central,191,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 1307 1822,0,X,X,101.0,STREET,,,IC,Invest Cont,740.0,,,,FIGUEROA,WASHINGTON,34.0344,-118.2714
467,200814436,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1100,8,West LA,885,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10200    CRESTA                       DR,,34.0417,-118.4041
468,200105008,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1640,1,Central,132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910 2032 1822,0,M,O,901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,440.0,,,,100 S  HILL                         ST,,34.0547,-118.2505
469,200312841,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,1930,3,Southwest,363,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3800    SOMERSET                     DR,,34.0172,-118.3374
470,200105009,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1630,1,Central,132,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 0910 1822 1266,27,M,H,901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,440.0,,,,100 S  HILL                         ST,,34.0547,-118.2505
471,200205370,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2300,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300    EDGECLIFFE                   DR,,34.0867,-118.2803
472,200105010,01/14/2020 12:00:00 AM,01/12/2020 12:00:00 AM,800,1,Central,157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1822 2032,41,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,440.0,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
473,200118692,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,410,1,Central,185,1,210,ROBBERY,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210.0,,,,BROADWAY,PICO,34.0377,-118.2607
474,200406105,02/24/2020 12:00:00 AM,02/11/2020 12:00:00 AM,230,4,Hollenbeck,479,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 0416 0417 0429,27,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,3500    PERCY                        ST,,34.0277,-118.1978
475,200105014,01/14/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1430,1,Central,163,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,24,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740.0,,,,300 W  8TH                          ST,,34.0438,-118.2547
476,200105015,01/14/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1200,1,Central,156,2,354,THEFT OF IDENTITY,0377,0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
477,200105019,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1150,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822 0321 1414 1402,29,M,H,101.0,STREET,,,IC,Invest Cont,330.0,998.0,,,1000 S  GRAND                        AV,,34.043,-118.2606
478,200105023,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1000,1,Central,129,1,330,BURGLARY FROM VEHICLE,1307 0344 1822 1609 0329 0386,28,M,W,152.0,UNDERPASS/BRIDGE*,,,IC,Invest Cont,330.0,,,,E  1ST                          ST,S  SANTA FE                     AV,34.0483,-118.2326
479,200105026,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1910,1,Central,132,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344 1822,22,M,K,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,100 S  GRAND                        AV,,34.0557,-118.2488
480,200105027,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1445,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0397 0344 1602 1822,59,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
481,200105028,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,45,1,Central,171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,33,F,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,341.0,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
482,200105029,01/14/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1310,1,Central,111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822,27,F,C,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,341.0,,,,900 N  BROADWAY,,34.0615,-118.2412
483,200105030,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1800,1,Central,182,1,330,BURGLARY FROM VEHICLE,1300 0358 0344 1307,31,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,330.0,,,,1200 S  GRAND                        AV,,34.0402,-118.2633
484,200105033,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2015,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 0377,56,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1200 S  GRAND                        AV,,34.0402,-118.2633
485,200105035,01/15/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1915,1,Central,139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1822 0394 1414,60,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,900 E  3RD                          ST,,34.0459,-118.2351
486,200105036,01/15/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1030,1,Central,112,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522 1202 1822,61,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,400 N  MAIN                         ST,,34.0554,-118.2404
487,200105041,01/14/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2000,1,Central,182,1,350,"THEFT, PERSON",0305 0344 0326 0346 1309,31,F,K,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,GRAND                        AV,11TH                         ST,34.0416,-118.262
488,200105042,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1120,1,Central,158,2,850,INDECENT EXPOSURE,0529,24,M,B,101.0,STREET,,,IC,Invest Cont,850.0,,,,CENTRAL                      AV,7TH                          ST,34.0368,-118.2412
489,201311277,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1346,13,Newton,1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0906 1822 0852,22,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,4900 S  SAN PEDRO                    ST,,33.9985,-118.2696
490,200105047,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1200,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0446 1218,30,M,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 E  6TH                          ST,,34.0408,-118.2428
491,200105051,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,230,1,Central,162,1,210,ROBBERY,0377 0319 0344 0416 1822,36,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,7TH,OLIVE,34.0473,-118.2566
492,201115511,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1715,11,Northeast,1184,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740.0,998.0,,,SUNSET                       BL,ECHO PARK,34.0768,-118.2574
493,200105054,01/15/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1700,1,Central,192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0377 0321 0344,32,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,400 W  PICO                         BL,,34.0389,-118.2643
494,200105055,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1845,1,Central,154,1,220,ATTEMPTED ROBBERY,0906 1218 1536 0371 0443 0370 0312 1822 0334 0355,50,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,220.0,,,,6TH,MAIN,34.0446,-118.249
495,200105056,01/15/2020 12:00:00 AM,01/02/2020 12:00:00 AM,720,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,43,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,16TH,SANTEE,34.0324,-118.2605
496,200105057,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2350,1,Central,182,1,761,BRANDISH WEAPON,2036 2031 0334 1266 1822,24,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,,,,900 S  OLIVE                        ST,,34.0437,-118.2582
497,221205529,01/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,5,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1251 1258 0913 0556 0500 0526,8,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,812.0,,,800 E  77TH                         ST,,33.9694,-118.2608
498,200117954,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1245,1,Central,163,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0443 0344,25,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,700 S  BROADWAY,,34.0444,-118.2541
499,200105062,01/16/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1434,1,Central,152,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,0,M,O,710.0,OTHER PREMISE,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,600 S  OLIVE                        ST,,34.0481,-118.2542
500,200105066,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1825,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0416 1266 1822 0910,28,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
501,200105067,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1358,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
502,200105068,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,630,1,Central,146,1,210,ROBBERY,0377 1202 1822 1218 2004 1268 0416 0344,66,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,5TH                          ST,WALL                         ST,34.0449,-118.2458
503,200105069,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2200,1,Central,192,1,330,BURGLARY FROM VEHICLE,0344 1606,0,X,X,101.0,STREET,,,IC,Invest Cont,330.0,,,,W  15TH                         ST,S  HILL                         ST,34.0354,-118.264
504,211915756,11/17/2021 12:00:00 AM,07/17/2020 12:00:00 AM,1645,19,Mission,1966,2,860,BATTERY WITH SEXUAL CONTACT,0448 0913 1817 0603,65,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,,,,9200    VAN NUYS                     BL,,34.2375,-118.4502
505,200911119,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2300,9,Van Nuys,906,1,330,BURGLARY FROM VEHICLE,0344,37,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,14200    LEADWELL                     ST,,34.2041,-118.4425
506,200105073,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1230,1,Central,159,1,330,BURGLARY FROM VEHICLE,1307 0344,37,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,E  4TH                          PL,S  SANTA FE                     AV,34.0414,-118.2319
507,200105074,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2200,1,Central,165,1,330,BURGLARY FROM VEHICLE,1307 0344,30,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,E  7TH                          ST,S  LOS ANGELES                  ST,34.0424,-118.2493
508,200105075,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,315,1,Central,147,1,761,BRANDISH WEAPON,0913 1218 1268 2004 0334,52,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,IC,Invest Cont,761.0,,,,400 E  5TH                          ST,,34.0453,-118.2443
509,200105082,01/16/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1500,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800    INDUSTRIAL                   ST,,34.0359,-118.2344
510,200105087,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1100,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,40,M,B,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
511,200105088,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1520,1,Central,185,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522,33,F,H,405.0,CLOTHING STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,1000    MAPLE                        AV,,34.0388,-118.2574
512,200105090,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1830,1,Central,164,1,330,BURGLARY FROM VEHICLE,1609 0344,22,F,W,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.2507
513,200105092,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1445,1,Central,152,1,220,ATTEMPTED ROBBERY,1822 0391 1403 1405 1414 1420,0,M,X,602.0,BANK,504.0,DEMAND NOTE,IC,Invest Cont,220.0,998.0,,,700    WILSHIRE                     BL,,34.0487,-118.2571
514,200105094,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,900,1,Central,161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0354 1202,74,M,K,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,341.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
515,200105095,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,800,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 N  BUNKER HILL                  AV,,34.0637,-118.244
516,200217828,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1615,2,Rampart,269,1,761,BRANDISH WEAPON,1822 0216 0334 0421,41,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761.0,930.0,,,700 S  UNION                        AV,,34.0535,-118.2714
517,200105097,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1515,1,Central,152,2,860,BATTERY WITH SEXUAL CONTACT,1822 2048 1259 0910 0448 0522 0305,16,F,H,931.0,MTA - BLUE LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
518,200105099,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1115,1,Central,166,2,888,TRESPASSING,0913,45,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,888.0,,,,600    WALL                         ST,,34.0435,-118.2471
519,200105100,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1,1,Central,158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1202 0416 1310 0344,64,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,,,,CENTRAL,WILDE,34.0381,-118.2401
520,200105101,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1310,1,Central,124,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0913 0378 0344 2028,51,F,W,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,200 N  LOS ANGELES                  ST,,34.0525,-118.2432
521,200317330,09/14/2020 12:00:00 AM,09/12/2020 12:00:00 AM,2000,3,Southwest,327,1,480,BIKE - STOLEN,0344 1251 1822,24,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,1200 W  ADAMS                        BL,,34.0328,-118.2865
522,200105103,01/16/2020 12:00:00 AM,01/13/2020 12:00:00 AM,650,1,Central,111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,30,F,A,101.0,STREET,,,IC,Invest Cont,440.0,,,,600 N  BROADWAY,,34.0586,-118.2402
523,200500577,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1900,5,Harbor,503,2,888,TRESPASSING,1309 1402,53,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,998.0,,,800 W  255TH                        ST,,33.7928,-118.2904
524,200112245,05/28/2020 12:00:00 AM,05/27/2020 12:00:00 AM,100,1,Central,141,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0352 1218 0344,59,M,B,508.0,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,440.0,,,,300 S  FIGUEROA                     ST,,34.0542,-118.2566
525,201411997,05/14/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1310,14,Pacific,1433,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2040 2041 1906,0,X,X,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,1900    WALGROVE                     AV,,33.9984,-118.4527
526,200105108,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,400,1,Central,135,1,330,BURGLARY FROM VEHICLE,1609 1822 0329 1212 1307 0344,47,M,A,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,200 S  MAIN                         ST,,34.051,-118.2445
527,201200943,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1,12,77th Street,1242,1,820,ORAL COPULATION,1258 1251 0531 0512 0500 0432 0913 1402 1415 0558,8,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,820.0,,,6300    6TH                          AV,,33.9828,-118.3235
528,212017734,12/02/2021 12:00:00 AM,06/15/2020 12:00:00 AM,800,20,Olympic,2036,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0913 0601,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,3200    WILSHIRE                     BL,,34.0618,-118.2923
529,200105111,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,855,1,Central,128,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0340 1822,38,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,100 S  SAN PEDRO                    ST,,34.0504,-118.2409
530,200105113,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1220,1,Central,138,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0444,44,F,A,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 E  4TH                          ST,,34.0468,-118.2415
531,200105115,01/16/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1000,1,Central,174,1,480,BIKE - STOLEN,0344,33,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480.0,,,,700 S  SPRING                       ST,,34.0445,-118.2523
532,200513373,08/25/2020 12:00:00 AM,08/11/2020 12:00:00 AM,246,5,Harbor,564,1,310,BURGLARY,0344 0321,0,X,X,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310.0,,,,200 W  6TH                          ST,,33.7387,-118.2814
533,200105117,01/16/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1720,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1218 0344 2004,22,F,B,517.0,MISSIONS/SHELTERS,,,IC,Invest Cont,440.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
534,200105118,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1630,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 0394 0344,51,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600 E  5TH                          ST,,34.0438,-118.2416
535,200105120,01/16/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1325,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,23,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
536,200105121,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2100,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 1202 0377 0910 0344 2034,71,F,W,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
537,221806331,02/15/2022 12:00:00 AM,04/10/2020 12:00:00 AM,815,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377 0910,28,M,H,801.0,MTA BUS,,,IC,Invest Cont,440.0,,,,200 W  MANCHESTER                   AV,,33.9601,-118.2768
538,200105126,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900,1,Central,176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0340 0444 0305 0429,59,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,8TH,SAN PEDRO,34.0385,-118.2491
